person_id,age,annual_salary_chf,entry_date,employer,annual_contribution_chf
100425,38,119085.37,2023-10-14,Bodensee Logistics AG,10133.76
100426,27,77942.23,2025-06-10,Helvetia Services AG,6193.63
100427,59,59013.7,2024-10-08,Bodensee Logistics AG,6367.64
100428,56,83258.55,2023-03-25,Säntis Industries AG,9779.68
100429,19,62627.59,2019-06-03,Helvetia Services AG,7046.71
100430,52,68468.39,2024-08-19,Rhein Consulting GmbH,4739.02
100431,22,89146.6,2020-05-14,Rhein Consulting GmbH,9503.15
100432,53,92000.48,2016-07-01,Säntis Industries AG,6336.7
100433,57,70800.98,2024-05-07,Helvetia Services AG,8128.16
100434,24,99773.29,2018-07-09,Helvetia Services AG,9086.62
100435,38,102835.14,2025-04-26,Bodensee Logistics AG,8245.62
100436,23,107853.43,2019-01-18,Bodensee Logistics AG,7487.35
100437,45,91529.44,2024-07-22,Bodensee Logistics AG,5556.62
100438,62,106541.72,2020-11-26,Rhein Consulting GmbH,7977.51
100439,21,48145.63,2020-02-20,Rhein Consulting GmbH,5529.1
100440,37,76277.68,2018-04-06,Helvetia Services AG,8225.46
100441,64,66393.91,2024-03-09,Rhein Consulting GmbH,7846.94
100442,32,84146.07,2015-09-01,Helvetia Services AG,5557.49
100443,24,71713.91,2020-02-26,Bodensee Logistics AG,6850.88
100444,41,79009.16,2019-01-21,AlpenTech AG,5959.58
100445,42,115879.15,2020-12-21,Helvetia Services AG,10727.69
100446,49,78945.04,2017-10-19,Säntis Industries AG,6254.6
100447,33,89448.26,2022-04-22,Bodensee Logistics AG,6888.23
100448,63,77819.15,2019-03-30,Rhein Consulting GmbH,7348.52
100449,43,83362.84,2017-01-25,AlpenTech AG,5918.69
100450,31,82108.3,2017-03-01,Rhein Consulting GmbH,7237.68
100451,64,90069.83,2022-08-28,Helvetia Services AG,8921.3
100452,62,102975.54,2017-11-17,Rhein Consulting GmbH,6970.51
100453,41,111653.09,2018-05-18,Säntis Industries AG,12933.41
100454,19,87573.16,2021-11-22,Bodensee Logistics AG,7911.66
100455,46,92611.84,2018-08-17,AlpenTech AG,10110.59
100456,44,61284.44,2019-04-08,Bodensee Logistics AG,6081.52
100457,25,80418.22,2017-09-08,AlpenTech AG,8250.91
100458,48,98925.21,2018-10-18,Bodensee Logistics AG,10186.12
100459,58,97587.44,2022-08-13,AlpenTech AG,10979.17
100460,23,85808.98,2020-11-13,Rhein Consulting GmbH,8307.71
100461,52,97955.09,2025-12-19,Helvetia Services AG,7512.47
100462,24,90833.8,2023-06-27,Helvetia Services AG,5992.36
100463,53,103605.51,2015-03-09,AlpenTech AG,9984.98
100464,38,87208.46,2019-03-02,Säntis Industries AG,5579.7
100465,18,75597.43,2018-03-09,Säntis Industries AG,5630.32
100466,64,88045.14,2021-06-16,Säntis Industries AG,5603.41
100467,25,30000.0,2017-12-02,AlpenTech AG,2788.0
100468,46,88891.94,2025-08-15,Helvetia Services AG,6188.68
100469,26,30000.0,2018-04-16,Säntis Industries AG,2898.73
100470,62,50977.66,2020-09-26,Bodensee Logistics AG,5477.65
100471,53,90131.83,2016-05-08,AlpenTech AG,9852.57
100472,56,90595.53,2024-12-31,AlpenTech AG,7118.33
100473,38,61076.28,2025-01-09,Helvetia Services AG,5676.26
100474,40,69182.16,2023-09-22,Säntis Industries AG,6487.95
100475,48,106669.74,2018-11-12,AlpenTech AG,9426.75
100476,55,73287.46,2015-08-24,Säntis Industries AG,7277.95
100477,58,122372.57,2022-10-25,Rhein Consulting GmbH,8884.89
100478,18,81965.44,2019-09-19,Säntis Industries AG,9733.77
100479,49,89344.65,2025-11-20,Säntis Industries AG,5886.45
100480,23,111103.74,2022-09-04,Helvetia Services AG,12194.0
100481,31,84358.49,2020-12-02,Säntis Industries AG,8068.53
100482,57,63957.81,2025-11-05,AlpenTech AG,4777.09
100483,30,80024.91,2023-10-19,Helvetia Services AG,8381.85
100484,56,81359.01,2020-01-15,Helvetia Services AG,5293.94
100485,40,57434.65,2015-03-17,AlpenTech AG,6114.78
100486,29,77395.02,2016-01-08,AlpenTech AG,7383.42
100487,34,68640.54,2019-11-17,AlpenTech AG,4574.55
100488,43,98638.44,2021-03-06,AlpenTech AG,6388.84
100489,54,82623.01,2015-05-02,Helvetia Services AG,8679.56
100490,47,76909.68,2016-05-23,AlpenTech AG,5966.36
100491,62,80088.73,2022-09-28,AlpenTech AG,9078.71
100492,59,86016.2,2023-04-06,Säntis Industries AG,9094.01
100493,54,93102.66,2015-04-30,AlpenTech AG,9486.36
100494,46,64005.18,2020-07-31,AlpenTech AG,4910.24
100495,31,63251.42,2015-11-22,AlpenTech AG,6485.59
100496,37,101884.23,2022-12-14,AlpenTech AG,11909.13
100497,23,74577.94,2024-03-02,Bodensee Logistics AG,4884.38
100498,35,56496.84,2024-07-22,Säntis Industries AG,4495.44
100499,62,89988.63,2021-07-29,Rhein Consulting GmbH,6666.39
100500,38,90340.66,2021-11-30,Bodensee Logistics AG,7552.03
100501,23,54447.13,2025-03-09,AlpenTech AG,5691.9
100502,49,86130.67,2021-09-24,Rhein Consulting GmbH,7618.65
100503,64,95240.5,2019-11-27,AlpenTech AG,8975.83
100504,59,88738.96,2023-04-18,Rhein Consulting GmbH,6997.0
100505,31,93375.67,2021-06-30,Bodensee Logistics AG,6394.12
100506,39,56723.16,2024-04-05,Säntis Industries AG,4311.87
100507,43,87958.72,2020-10-07,Helvetia Services AG,9814.51
100508,29,76552.84,2024-07-21,Rhein Consulting GmbH,7360.17
100509,30,73309.78,2015-06-30,Bodensee Logistics AG,6061.2
100510,29,97670.0,2015-05-27,Bodensee Logistics AG,10489.21
100511,65,108626.94,2016-02-02,Säntis Industries AG,6937.73
100512,53,114298.66,2021-02-11,Rhein Consulting GmbH,8599.08
100513,58,105666.54,2022-10-17,Bodensee Logistics AG,7798.84
100514,57,80024.78,2017-05-18,Bodensee Logistics AG,9532.7
100515,64,88348.96,2016-09-17,Rhein Consulting GmbH,9043.92
100516,23,95802.81,2024-06-16,Helvetia Services AG,9299.31
100517,60,84181.2,2023-04-02,AlpenTech AG,5076.05
100518,21,84353.76,2022-02-16,Bodensee Logistics AG,5994.06
100519,40,96827.56,2020-05-14,AlpenTech AG,9501.93
100520,46,80932.91,2019-08-15,AlpenTech AG,6699.88
100521,35,68872.84,2015-03-24,Bodensee Logistics AG,7951.84
100522,25,74539.48,2017-01-25,Rhein Consulting GmbH,7892.5
100523,27,93410.39,2024-11-10,Rhein Consulting GmbH,8112.04
100524,57,82053.88,2018-09-23,Helvetia Services AG,8613.27
100525,33,88123.78,2022-09-29,Bodensee Logistics AG,10444.81
100526,32,94061.43,2022-09-26,AlpenTech AG,8245.32
100527,62,75252.85,2018-05-27,Rhein Consulting GmbH,7416.29
100528,24,95612.47,2017-03-31,Helvetia Services AG,11006.9
100529,61,88819.17,2022-08-09,Rhein Consulting GmbH,6654.37
100530,62,59773.36,2016-01-11,Säntis Industries AG,6765.95
100531,46,107961.49,2020-06-09,Rhein Consulting GmbH,7109.55
100532,25,72986.59,2024-10-05,Helvetia Services AG,7218.88
100533,25,52208.28,2022-10-26,Säntis Industries AG,5584.73
100534,31,63189.21,2023-05-27,Rhein Consulting GmbH,6121.54
100535,45,63621.19,2015-12-01,Rhein Consulting GmbH,5708.86
100536,25,82939.12,2017-03-13,Säntis Industries AG,8048.48
100537,39,77070.69,2018-01-09,Säntis Industries AG,5325.57
100538,23,75937.02,2018-03-19,AlpenTech AG,5538.41
100539,43,93154.64,2017-02-18,Säntis Industries AG,7097.82
100540,19,88117.76,2025-09-07,Rhein Consulting GmbH,8447.56
100541,52,87688.86,2016-10-24,Helvetia Services AG,7586.32
100542,20,89376.91,2022-10-14,Helvetia Services AG,6673.64
100543,27,93090.42,2021-06-13,Rhein Consulting GmbH,10516.29
100544,26,44056.84,2021-09-17,Helvetia Services AG,3631.84
100545,57,75440.11,2017-05-11,Bodensee Logistics AG,6545.33
100546,20,42756.22,2018-05-20,Rhein Consulting GmbH,3616.41
100547,38,82649.08,2021-09-01,Rhein Consulting GmbH,5861.19
100548,46,81916.61,2018-04-15,Säntis Industries AG,8510.94
100549,42,100819.58,2022-08-18,AlpenTech AG,8761.98
100550,50,103377.42,2015-06-08,Helvetia Services AG,6303.48
100551,56,85649.95,2015-10-20,Säntis Industries AG,10093.06
100552,36,72993.5,2023-01-03,Bodensee Logistics AG,7952.34
100553,57,90732.9,2021-10-12,Helvetia Services AG,9383.01
100554,33,72497.48,2015-06-23,Helvetia Services AG,8130.27
100555,65,81974.93,2024-11-18,Helvetia Services AG,9378.62
100556,42,99750.45,2015-01-20,Bodensee Logistics AG,8004.91
100557,53,71960.12,2025-07-03,Helvetia Services AG,6955.49
100558,60,96502.22,2023-01-07,Rhein Consulting GmbH,9315.21
100559,56,94193.22,2025-11-11,Bodensee Logistics AG,7162.26
100560,58,64813.75,2025-06-06,Rhein Consulting GmbH,4751.96
100561,43,99530.09,2018-06-11,AlpenTech AG,6652.04
100562,20,94574.19,2023-04-26,Rhein Consulting GmbH,9415.7
100563,41,83834.67,2017-04-26,Säntis Industries AG,8958.17
100564,26,68278.18,2020-03-08,AlpenTech AG,7214.08
100565,60,66534.29,2017-08-22,Helvetia Services AG,5254.65
100566,29,72322.07,2020-05-05,Rhein Consulting GmbH,5230.01
100567,28,91766.7,2024-08-03,Rhein Consulting GmbH,8003.6
100568,29,64798.75,2019-10-18,Rhein Consulting GmbH,6013.89
100569,48,89875.22,2016-01-06,Bodensee Logistics AG,10348.7
100570,45,59648.4,2018-07-27,Rhein Consulting GmbH,6709.81
100571,63,78326.77,2023-08-24,Rhein Consulting GmbH,9004.72
100572,37,83973.66,2020-09-25,AlpenTech AG,9322.4
100573,31,126012.34,2021-02-27,Rhein Consulting GmbH,14853.69
100574,20,57208.32,2019-09-28,Bodensee Logistics AG,5030.33
100575,18,108496.26,2018-03-21,AlpenTech AG,6818.82
100576,35,84697.16,2021-07-29,Bodensee Logistics AG,5506.48
100577,62,89401.09,2021-12-16,Bodensee Logistics AG,7457.53
100578,43,84130.26,2024-11-14,AlpenTech AG,6348.57
100579,60,90005.08,2021-10-16,Säntis Industries AG,6318.04
100580,22,79233.67,2025-12-08,Helvetia Services AG,9285.57
100581,22,108172.9,2024-02-01,Helvetia Services AG,7758.72
100582,58,73783.52,2015-11-13,Bodensee Logistics AG,8674.19
100583,23,102380.22,2019-04-24,Säntis Industries AG,10816.5
100584,20,70401.39,2019-03-25,Rhein Consulting GmbH,6931.49
100585,37,80915.47,2015-01-13,Rhein Consulting GmbH,8136.95
100586,62,62704.67,2016-12-26,Helvetia Services AG,5009.38
100587,51,90190.43,2023-05-19,Säntis Industries AG,8909.52
100588,22,108012.27,2018-11-14,Säntis Industries AG,7690.64
100589,58,80607.59,2016-08-16,Bodensee Logistics AG,9371.63
100590,58,78456.06,2018-02-28,Bodensee Logistics AG,6128.01
100591,56,61936.89,2018-01-07,AlpenTech AG,4664.54
100592,61,77872.73,2016-12-01,Rhein Consulting GmbH,7995.18
100593,29,53329.7,2016-02-11,Säntis Industries AG,5300.27
100594,65,65568.2,2023-05-26,Bodensee Logistics AG,5709.54
100595,33,86082.15,2024-01-24,Bodensee Logistics AG,8431.47
100596,56,105742.24,2020-06-15,Bodensee Logistics AG,7356.44
100597,45,132565.8,2021-10-07,AlpenTech AG,13309.57
100598,55,71441.47,2025-02-07,Rhein Consulting GmbH,5446.46
100599,48,107835.4,2024-04-06,Rhein Consulting GmbH,8235.41
100600,48,86387.54,2015-05-11,Säntis Industries AG,6023.87
100601,47,-5000.0,2025-06-23,Säntis Industries AG,6337.65
100602,55,89786.7,2015-09-26,Bodensee Logistics AG,7171.72
100603,53,83114.5,2015-04-17,Säntis Industries AG,7251.8
100604,24,83987.12,2019-06-08,Bodensee Logistics AG,5998.79
100605,57,74650.0,2023-03-14,Rhein Consulting GmbH,5343.48
100606,43,56834.03,2015-11-19,Rhein Consulting GmbH,5257.39
100607,33,54214.75,2018-03-22,Säntis Industries AG,3672.11
100608,42,93758.41,2017-11-20,Rhein Consulting GmbH,9500.9
100609,64,77019.4,2019-05-15,AlpenTech AG,8983.3
100610,59,71270.4,2025-11-02,AlpenTech AG,6101.3
100611,58,82153.1,2018-08-23,Bodensee Logistics AG,9370.9
100612,40,96308.78,2017-04-18,Bodensee Logistics AG,6346.65
100613,55,85246.55,2016-05-06,Rhein Consulting GmbH,5334.51
100614,36,70191.01,2017-03-06,Bodensee Logistics AG,7249.48
100615,50,104073.27,2016-06-18,Bodensee Logistics AG,10996.52
100616,48,110425.34,2021-04-22,Säntis Industries AG,12211.22
100617,29,90902.02,2019-08-16,Helvetia Services AG,5764.01
100618,30,99525.94,2020-06-22,Bodensee Logistics AG,10610.9
100619,20,104355.28,2024-02-24,Bodensee Logistics AG,8618.95
100620,24,102341.79,2021-05-19,Bodensee Logistics AG,8003.15
100621,38,93053.79,2016-09-15,Säntis Industries AG,6549.26
100622,40,92770.25,2019-02-21,Säntis Industries AG,11110.25
100623,25,91353.89,2018-06-09,Bodensee Logistics AG,5830.19
100624,38,62247.92,2024-02-02,Bodensee Logistics AG,6823.65
100625,47,94613.02,2018-05-17,Bodensee Logistics AG,9307.05
100626,29,57595.35,2016-07-10,AlpenTech AG,5995.95
100627,34,67697.21,2023-02-03,Bodensee Logistics AG,6952.71
100628,35,105464.17,2019-09-16,Helvetia Services AG,11759.9
100629,42,97123.96,2016-01-20,AlpenTech AG,6898.47
100630,35,108773.17,2022-08-01,AlpenTech AG,6531.77
100631,53,77109.86,2017-04-25,Bodensee Logistics AG,7395.74
100632,33,61259.52,2024-07-17,AlpenTech AG,4976.2
100633,38,77672.13,2024-02-25,Rhein Consulting GmbH,5237.22
100634,36,83836.56,2019-01-23,Bodensee Logistics AG,5966.51
100635,26,83421.8,2021-02-08,Helvetia Services AG,6665.82
100636,50,102406.25,2021-03-29,Rhein Consulting GmbH,6575.92
100637,29,75497.13,2022-03-08,Bodensee Logistics AG,4787.63
100638,32,88336.62,2015-10-05,Rhein Consulting GmbH,10155.32
100639,56,64204.71,2018-07-28,Rhein Consulting GmbH,5054.59
100640,63,90105.71,2016-11-14,AlpenTech AG,10716.62
100641,50,82055.95,2022-09-01,Helvetia Services AG,9671.28
100642,61,68503.36,2015-10-05,Bodensee Logistics AG,4696.2
100643,59,77755.07,2020-09-06,Säntis Industries AG,8000.64
100644,41,78684.84,2023-01-01,AlpenTech AG,7557.54
100645,54,77137.21,2025-06-04,AlpenTech AG,7824.71
100646,33,113884.14,2018-03-02,Säntis Industries AG,7490.33
100647,40,80227.97,2015-02-02,Säntis Industries AG,5721.35
100648,43,77609.87,2022-12-15,AlpenTech AG,5013.47
100649,64,44245.88,2015-01-07,Bodensee Logistics AG,4258.58
100650,58,65904.27,2015-09-24,Rhein Consulting GmbH,7855.49
100651,41,77264.68,2025-11-20,AlpenTech AG,7751.12
100652,49,69654.65,2024-06-25,Helvetia Services AG,7149.75
100653,27,106870.74,2022-10-11,Helvetia Services AG,12725.64
100654,56,79031.12,2024-03-08,Rhein Consulting GmbH,7956.91
100655,44,105192.0,2015-10-30,Helvetia Services AG,6565.13
100656,43,83110.68,2015-12-24,Bodensee Logistics AG,9310.09
100657,54,82670.1,2018-04-22,Helvetia Services AG,6769.09
100658,48,80401.66,2015-04-06,Rhein Consulting GmbH,4845.15
100659,21,82068.33,2024-10-06,AlpenTech AG,7421.77
100660,31,112938.31,2015-08-14,Helvetia Services AG,13125.79
100661,26,40247.01,2020-12-24,Helvetia Services AG,3036.23
100662,53,45972.18,2024-05-20,Säntis Industries AG,4114.09
100663,19,72222.93,2023-01-29,Säntis Industries AG,5086.42
100664,27,82261.5,2017-07-31,Bodensee Logistics AG,5220.44
100665,46,94421.88,2020-03-03,AlpenTech AG,6121.63
100666,51,90515.57,2021-01-10,Rhein Consulting GmbH,9379.28
100667,42,75083.57,2023-06-11,Bodensee Logistics AG,8397.68
100668,59,100342.79,2019-09-08,Säntis Industries AG,6883.31
100669,62,100543.52,2018-02-18,Helvetia Services AG,7771.93
100670,24,85313.04,2023-09-30,Säntis Industries AG,6117.1
100671,63,99327.84,2024-09-29,Säntis Industries AG,6119.72
100672,47,86907.61,2020-05-16,Helvetia Services AG,8100.3
100673,48,71893.31,2015-04-23,Rhein Consulting GmbH,7332.78
100674,22,94560.7,2020-07-03,Helvetia Services AG,9349.47
100675,47,83991.04,2024-10-10,Helvetia Services AG,6995.04
100676,52,82024.12,2025-11-15,Helvetia Services AG,7652.9
100677,45,108513.16,2019-05-30,Rhein Consulting GmbH,7123.45
100678,22,37884.3,2016-08-25,Helvetia Services AG,2623.8
100679,43,56481.68,2021-04-16,Rhein Consulting GmbH,6546.66
100680,62,60632.73,2024-02-18,Bodensee Logistics AG,6408.3
100681,52,75461.31,2025-05-22,Rhein Consulting GmbH,8705.54
100682,24,77417.05,2015-07-27,Säntis Industries AG,8903.02
100683,64,54868.14,2018-03-12,AlpenTech AG,5429.95
100684,64,64267.16,2020-04-01,Säntis Industries AG,7435.35
100685,26,66504.85,2016-01-30,AlpenTech AG,5653.06
100686,56,126233.63,2024-09-28,Bodensee Logistics AG,7601.41
100687,37,114431.36,2016-03-26,Helvetia Services AG,7295.49
100688,46,74588.51,2022-04-24,Rhein Consulting GmbH,4965.3
100689,39,75455.5,2025-02-05,Rhein Consulting GmbH,4959.03
100690,55,61314.33,2022-07-14,Säntis Industries AG,4972.72
100691,65,47653.65,2023-05-23,Bodensee Logistics AG,4864.31
100692,56,79896.16,2017-11-23,Säntis Industries AG,8583.96
100693,62,64038.66,2024-02-05,Helvetia Services AG,6110.11
100694,63,80472.69,2019-08-08,Helvetia Services AG,5535.41
100695,22,53196.29,2015-09-04,Helvetia Services AG,5578.91
100696,30,68284.46,2019-01-11,Bodensee Logistics AG,5550.72
100697,52,84675.29,2018-11-05,Rhein Consulting GmbH,5146.53
100698,46,88591.77,2020-09-24,Säntis Industries AG,6806.98
100699,20,89514.5,2017-11-29,Helvetia Services AG,7146.48
100700,22,58231.2,2020-01-30,Helvetia Services AG,4452.05
100701,42,97384.34,2019-09-15,Säntis Industries AG,10586.87
100702,47,67596.19,2018-08-05,Bodensee Logistics AG,7137.86
100703,26,93391.44,2022-08-27,Helvetia Services AG,9501.0
100704,26,81808.5,2018-05-11,Säntis Industries AG,5590.82
100705,24,57225.03,2023-06-02,Bodensee Logistics AG,6207.2
100706,45,76308.44,2017-10-04,Säntis Industries AG,7678.96
100707,18,88576.55,2024-07-04,Säntis Industries AG,6350.08
100708,45,93033.38,2019-01-05,Säntis Industries AG,9199.66
100709,40,79462.22,2015-06-13,Bodensee Logistics AG,7072.99
100710,40,109572.02,2016-08-25,Rhein Consulting GmbH,9462.75
100711,50,100135.19,2023-11-12,,6681.76
100712,43,77380.23,2024-08-02,Helvetia Services AG,7049.2
100713,52,95502.19,2017-05-01,AlpenTech AG,6302.75
100714,54,116808.28,2021-08-14,Helvetia Services AG,8159.67
100715,62,117288.72,2021-04-25,Rhein Consulting GmbH,7970.09
100716,56,59896.0,2016-06-21,Bodensee Logistics AG,7022.6
100717,42,65322.4,2019-12-20,AlpenTech AG,5035.83
100718,41,108728.54,2022-08-17,Bodensee Logistics AG,8840.96
100719,29,62950.94,2025-08-19,AlpenTech AG,4993.57
100720,46,58194.26,2024-04-26,Bodensee Logistics AG,6628.04
100721,24,73248.51,2016-01-28,Bodensee Logistics AG,6869.1
100722,62,89564.08,2017-08-11,Rhein Consulting GmbH,10313.27
100723,58,80156.86,2019-10-20,Bodensee Logistics AG,6251.87
100724,23,70289.85,2016-08-27,Bodensee Logistics AG,4701.69
100725,55,69864.18,2021-04-10,Rhein Consulting GmbH,6523.44
100726,23,69177.93,2015-02-04,Rhein Consulting GmbH,5584.89
100727,52,66168.83,2016-03-31,Säntis Industries AG,7153.8
100728,22,123069.39,2015-07-09,Helvetia Services AG,13877.97
100729,41,87355.2,2018-04-01,Bodensee Logistics AG,7718.22
100730,49,97961.66,2023-05-19,Helvetia Services AG,11587.06
100731,52,73196.61,2016-12-12,Bodensee Logistics AG,6820.52
100732,38,78652.78,2025-11-07,AlpenTech AG,5997.69
100733,62,69156.03,2017-12-18,Bodensee Logistics AG,6178.3
100734,55,34269.25,2015-06-30,AlpenTech AG,2132.87
100735,27,57195.83,2018-09-09,Bodensee Logistics AG,6190.88
100736,50,49408.86,2023-03-23,Säntis Industries AG,3265.24
100737,53,41503.89,2016-03-04,Säntis Industries AG,3259.09
100738,34,60483.54,2015-10-16,Bodensee Logistics AG,5680.55
100739,53,105849.2,2024-05-03,AlpenTech AG,6623.88
100740,61,81200.15,2021-07-05,Helvetia Services AG,5258.44
100741,57,105230.15,2018-10-10,AlpenTech AG,10708.95
100742,54,89397.69,2023-04-24,Rhein Consulting GmbH,5748.86
100743,48,96086.06,2024-04-12,Säntis Industries AG,8515.62
100744,30,65783.85,2018-12-13,Bodensee Logistics AG,5283.87
100745,56,91431.12,2021-03-03,AlpenTech AG,6737.08
100746,35,95116.86,2015-02-13,AlpenTech AG,6784.37
100747,43,71620.35,2018-05-14,Säntis Industries AG,7577.77
100748,33,92071.73,2021-07-17,Helvetia Services AG,10780.91
100749,33,92191.38,2017-03-02,AlpenTech AG,6306.88
100750,25,72108.05,2025-11-23,AlpenTech AG,8478.53
100751,64,61790.17,2025-09-04,Helvetia Services AG,5912.44
100752,25,60685.69,2017-10-31,Rhein Consulting GmbH,5977.52
100753,22,83557.1,2019-05-11,Säntis Industries AG,8572.59
100754,62,87886.18,2017-01-30,Helvetia Services AG,8986.11
100755,44,67734.54,2020-07-16,Rhein Consulting GmbH,7395.84
100756,39,82478.54,2016-05-12,AlpenTech AG,7341.26
100757,53,92269.67,2019-04-19,AlpenTech AG,8488.95
100758,36,93127.43,2021-02-07,AlpenTech AG,7397.08
100759,24,109933.84,2021-09-22,Säntis Industries AG,7290.31
100760,53,104985.65,2021-07-22,Bodensee Logistics AG,10485.8
100761,26,63976.75,2017-06-07,Säntis Industries AG,3967.62
100762,44,112304.55,2023-09-16,AlpenTech AG,8595.58
100763,63,72442.42,2022-08-09,AlpenTech AG,4756.12
100764,62,100807.71,2023-04-12,Säntis Industries AG,7202.07
100765,35,83223.76,2020-02-22,AlpenTech AG,8182.88
100766,55,74581.31,2024-10-23,AlpenTech AG,7287.24
100767,47,49461.46,2019-04-15,Bodensee Logistics AG,4217.25
100768,41,78911.84,2023-11-10,Rhein Consulting GmbH,5161.65
100769,24,53931.1,2017-03-28,Helvetia Services AG,4638.21
100770,36,99411.39,2017-09-19,Bodensee Logistics AG,8068.69
100771,49,109302.27,2020-10-15,Rhein Consulting GmbH,11283.01
100772,65,67655.6,2021-02-09,Bodensee Logistics AG,6409.8
100773,18,87435.47,2023-03-16,Helvetia Services AG,7824.95
100774,52,68942.95,2018-04-09,AlpenTech AG,6151.02
100775,58,70687.27,2024-08-04,Bodensee Logistics AG,8339.53
100776,63,95940.9,2018-08-17,Säntis Industries AG,10110.03
100777,38,81306.31,2020-11-14,Rhein Consulting GmbH,7302.83
100778,23,113313.66,2025-03-30,Säntis Industries AG,10056.97
100779,31,73319.82,2020-12-05,AlpenTech AG,4515.68
100780,58,99988.05,2022-06-30,AlpenTech AG,11653.66
100781,60,83753.44,2024-12-27,Bodensee Logistics AG,6629.12
100782,48,96324.0,2025-09-17,AlpenTech AG,7258.62
100783,23,73951.16,2020-06-28,Bodensee Logistics AG,8871.52
100784,23,81107.94,2019-08-01,Säntis Industries AG,8363.96
100785,40,79921.02,2017-03-01,Helvetia Services AG,5022.38
100786,46,66950.97,2020-11-27,Bodensee Logistics AG,4265.66
100787,19,93917.47,2025-02-04,Rhein Consulting GmbH,5778.75
100788,50,93704.48,2020-05-09,AlpenTech AG,8993.49
100789,44,92683.98,2018-10-31,Säntis Industries AG,5959.01
100790,18,109665.38,2016-03-06,Helvetia Services AG,12721.55
100791,22,108088.21,2019-04-14,Säntis Industries AG,12561.41
100792,39,75251.0,2017-08-08,Rhein Consulting GmbH,6980.53
100793,52,88714.94,2025-09-26,AlpenTech AG,8605.2
100794,57,70775.19,2020-10-19,Rhein Consulting GmbH,5486.04
100795,38,82420.4,2016-07-04,AlpenTech AG,5261.58
100796,32,71204.51,2015-09-28,Bodensee Logistics AG,7422.9
100797,64,111161.27,2024-05-08,Säntis Industries AG,7348.56
100798,40,88546.57,2025-03-28,Säntis Industries AG,5767.34
100799,33,78075.48,2023-05-22,Säntis Industries AG,6142.46
100800,39,103485.13,2016-05-12,Bodensee Logistics AG,6286.51
100801,18,42928.92,2016-01-30,Bodensee Logistics AG,3693.7
100802,32,45746.15,2017-03-05,Helvetia Services AG,4687.19
100803,42,96325.1,2023-04-04,Säntis Industries AG,10410.91
100804,62,83088.43,2023-05-31,Bodensee Logistics AG,7997.96
100805,53,86508.03,2024-03-17,Rhein Consulting GmbH,9586.17
100806,55,58124.87,2016-01-25,Helvetia Services AG,4905.17
100807,44,81581.79,2016-09-07,Rhein Consulting GmbH,9049.57
100808,23,118063.17,2024-11-23,Helvetia Services AG,10671.54
100809,36,96835.59,2025-03-17,Rhein Consulting GmbH,7106.01
100810,65,85054.72,2022-12-23,AlpenTech AG,9921.53
100811,20,74097.03,2016-03-01,AlpenTech AG,5668.29
100812,60,74897.69,2015-10-03,Helvetia Services AG,4611.61
100813,50,43674.44,2015-08-12,Bodensee Logistics AG,3256.39
100814,31,86637.53,2022-08-09,Rhein Consulting GmbH,7104.39
100815,55,97218.7,2024-04-19,Helvetia Services AG,7882.59
100816,58,53638.85,2021-12-10,AlpenTech AG,4906.88
100817,20,70094.5,2017-11-18,Helvetia Services AG,7919.81
100818,23,61165.64,2023-04-29,Bodensee Logistics AG,4742.8
100819,49,64623.68,2015-08-26,Bodensee Logistics AG,5896.67
100820,65,82962.67,2024-02-08,Rhein Consulting GmbH,6670.89
100821,19,44480.76,2024-10-20,Helvetia Services AG,0.0
100822,49,93056.87,2022-11-24,Rhein Consulting GmbH,6463.37
100823,24,95569.39,2024-08-31,Rhein Consulting GmbH,6327.71
100824,49,77480.15,2021-06-11,Rhein Consulting GmbH,6987.14
100825,47,37347.25,2020-02-24,Bodensee Logistics AG,3746.42
100826,22,64064.46,2018-07-18,Säntis Industries AG,6901.76
100827,50,104192.23,2025-02-17,Helvetia Services AG,9937.59
100828,61,31996.1,2022-08-31,Rhein Consulting GmbH,3405.38
100829,59,75744.58,2017-02-03,AlpenTech AG,6329.41
100830,19,60759.99,2025-07-09,AlpenTech AG,3765.42
100831,29,96482.27,2015-08-26,Säntis Industries AG,6461.03
100832,29,69847.95,2021-06-16,Bodensee Logistics AG,4353.16
100833,39,89271.17,2017-02-04,Rhein Consulting GmbH,7118.18
100834,24,92178.29,2022-04-21,Rhein Consulting GmbH,8271.11
100835,59,115052.07,2019-07-15,Rhein Consulting GmbH,9362.83
100836,55,78347.05,2019-10-22,Helvetia Services AG,7336.1
100837,56,88768.8,2022-05-20,AlpenTech AG,7885.91
100838,27,55269.0,2023-04-24,AlpenTech AG,5564.29
100839,18,103427.44,2019-03-06,Säntis Industries AG,10344.58
100840,61,68310.84,2025-12-19,Helvetia Services AG,5402.28
100841,31,71906.43,2020-06-24,Bodensee Logistics AG,5808.09
100842,49,81599.54,2016-10-05,Bodensee Logistics AG,7760.84
100843,61,53868.08,2015-01-26,AlpenTech AG,5159.81
100844,19,86117.86,2017-03-23,Bodensee Logistics AG,6793.15
100845,18,99414.39,2022-08-06,AlpenTech AG,7935.16
100846,18,87272.81,2020-12-05,AlpenTech AG,8870.64
100847,25,53399.84,2018-09-18,AlpenTech AG,5278.29
100848,20,79771.43,2020-04-16,Säntis Industries AG,5432.68
100849,57,95356.52,2024-03-19,Bodensee Logistics AG,8244.76
